x,y,label
10.29783,12.42906,1.00000
-2.71632,19.47481,1.00000
6.51083,-19.22962,0.00000
-11.03090,4.38999,0.00000
1.68959,19.07789,1.00000
5.32616,16.75792,1.00000
-12.84812,-3.20618,0.00000
-17.30514,14.46908,1.00000
17.96255,-12.68818,0.00000
14.43979,-16.68832,0.00000
21.71354,-12.66823,0.00000
-6.20937,-17.67300,0.00000
14.09407,9.48228,1.00000
-1.42209,7.76132,0.00000
-9.47616,-11.83830,0.00000
0.61488,19.26327,1.00000
-3.73725,10.20449,0.00000
10.26344,-18.90223,0.00000
-20.79019,9.84393,1.00000
8.98502,15.78192,1.00000
14.60093,-14.91193,0.00000
-23.91974,4.03126,1.00000
-20.60482,13.23658,1.00000
-3.97966,20.52685,1.00000
-5.85695,20.17532,1.00000
-23.06957,2.44540,1.00000
7.96378,14.17687,1.00000
-23.41671,4.72646,1.00000
-14.30084,-4.46411,0.00000
13.53790,7.76619,1.00000
-12.84978,-6.71963,0.00000
7.11011,18.45357,1.00000
-1.56051,-19.52721,0.00000
-13.81298,-10.64053,0.00000
20.67243,-12.82781,0.00000
8.00444,-19.83298,0.00000
3.71354,-8.94641,1.00000
-9.55269,6.59555,0.00000
-3.81880,18.84336,1.00000
-14.51681,-4.31793,0.00000
-0.96243,19.60892,1.00000
-21.87336,8.79364,1.00000
2.98692,17.35487,1.00000
-17.53381,15.18296,1.00000
15.78930,6.99218,1.00000
26.67266,-1.12722,0.00000
-14.15526,15.23203,1.00000
-13.96288,-2.57573,0.00000
2.63318,3.54142,0.00000
-1.13619,-6.45439,1.00000
-25.66578,-1.46923,1.00000
-4.02259,9.25634,0.00000
-14.91447,0.02001,0.00000
13.56551,-1.28722,1.00000
25.50459,-1.84870,0.00000
-1.08582,-19.02896,0.00000
-1.24151,-6.96590,1.00000
15.14495,5.84115,1.00000
-1.16238,-8.27265,1.00000
-3.23998,-2.21670,1.00000
-3.29695,-18.74143,0.00000
1.67402,18.75816,1.00000
17.02424,-15.95505,0.00000
-4.67633,19.04865,1.00000
15.55828,-14.47309,0.00000
6.98173,-18.75113,0.00000
-23.05565,10.29691,1.00000
9.29762,-5.87034,1.00000
-19.77848,12.68731,1.00000
-24.60579,4.48963,1.00000
15.92226,-16.43532,0.00000
-5.67568,8.94548,0.00000
12.68732,11.19111,1.00000
-21.65663,7.51286,1.00000
1.87911,18.51298,1.00000
12.02563,7.80924,1.00000
-19.53603,12.76909,1.00000
17.95044,-16.08547,0.00000
14.37173,-17.32323,0.00000
7.65248,15.74761,1.00000
0.89771,7.32670,0.00000
-25.69057,1.51663,1.00000
8.67251,13.77648,1.00000
-1.32846,19.36981,1.00000
1.40780,9.49975,0.00000
-4.00487,-6.67354,1.00000
12.73597,-16.09579,0.00000
-11.16185,5.32219,0.00000
-7.45433,20.01164,1.00000
6.19829,18.77452,1.00000
14.11669,8.07062,1.00000
26.86426,0.14324,0.00000
7.90370,-17.68121,0.00000
-4.72459,8.11727,0.00000
-14.65996,-5.80600,0.00000
12.54284,10.65863,1.00000
-3.44898,20.10112,1.00000
-15.55828,15.78767,1.00000
-11.35994,19.15307,1.00000
2.46956,7.72573,0.00000
-13.06432,-11.14066,0.00000
12.21311,13.58829,1.00000
-3.44725,-2.03627,1.00000
17.87817,-14.17150,0.00000
12.09057,-17.58761,0.00000
-5.22303,19.72454,1.00000
2.56790,7.55526,0.00000
-11.73602,16.92395,1.00000
13.78999,4.76785,1.00000
10.74926,12.58234,1.00000
-14.50039,19.36556,1.00000
6.90475,15.70310,1.00000
4.50359,-6.34979,1.00000
12.85571,2.26300,1.00000
2.65197,-18.08807,0.00000
4.49620,-18.92572,0.00000
9.53580,-18.38737,0.00000
-24.66855,0.40759,1.00000
-13.76920,-10.54250,0.00000
17.71183,-13.74373,0.00000
-12.29085,-12.49649,0.00000
0.11884,-19.64773,0.00000
-13.09024,-9.67890,0.00000
-0.30043,-19.48262,0.00000
-1.45759,21.02684,1.00000
3.90916,-10.15368,1.00000
-7.24179,19.93128,1.00000
-1.36709,-19.89859,0.00000
18.63096,-14.10089,0.00000
-13.68518,-10.07486,0.00000
-7.30222,18.66043,1.00000
14.53690,-3.12935,1.00000
-3.47295,-18.07301,0.00000
-23.96390,8.43655,1.00000
-14.73037,19.75490,1.00000
1.15847,20.38541,1.00000
-25.64991,2.08956,1.00000
15.11711,1.52877,1.00000
2.51009,-20.15493,0.00000
24.41842,-4.01235,0.00000
3.23624,0.44645,0.00000
17.79202,-9.73917,0.00000
-24.40763,2.00847,1.00000
12.66085,-18.39807,0.00000
25.94895,-2.97755,0.00000
-6.85525,9.59334,0.00000
-11.00072,17.27629,1.00000
1.58540,9.05880,0.00000
-14.53669,-1.33989,0.00000
24.09128,-4.98615,0.00000
-13.53263,16.65209,1.00000
14.35764,-17.43083,0.00000
17.87795,-15.93802,0.00000
4.85036,-10.19340,1.00000
-15.08673,-4.25994,0.00000
-1.56840,-6.14983,1.00000
-12.71327,-12.66728,0.00000
-19.97440,13.62195,1.00000
-15.73057,15.69576,1.00000
11.81635,3.17642,1.00000
-12.78545,-8.99262,0.00000
9.31917,17.11231,1.00000
2.78268,-21.03801,0.00000
-17.44512,15.72840,1.00000
-4.15239,-19.72881,0.00000
2.44966,-19.36312,0.00000
-1.14955,20.22824,1.00000
7.41622,-20.38959,0.00000
-13.65762,-6.56548,0.00000
-15.08388,-8.44280,0.00000
9.99214,-7.05765,1.00000
-14.20914,-0.93908,0.00000
3.26599,-20.78342,0.00000
9.93273,15.28486,1.00000
0.94221,7.87151,0.00000
24.72455,-3.92141,0.00000
-22.30987,6.90228,1.00000
4.97798,-18.98131,0.00000
4.21667,-9.33542,1.00000
-14.36754,16.70063,1.00000
-2.16571,-8.91967,1.00000
14.56737,5.34528,1.00000
22.97199,-6.15347,0.00000
-15.62623,-5.68708,0.00000
-3.85587,-3.97190,1.00000
13.55688,1.78326,1.00000
11.67291,13.63685,1.00000
-9.15560,-18.78601,0.00000
26.10121,-2.29314,0.00000
-0.69482,7.18142,0.00000
-5.87165,8.20252,0.00000
25.66619,-4.11943,0.00000
9.16055,-7.29589,1.00000
-1.64717,-9.85306,1.00000
-13.69698,18.62993,1.00000
14.96018,-15.51919,0.00000
-24.45497,6.99980,1.00000
9.47311,12.12180,1.00000
11.66705,-6.51602,1.00000
-10.85997,5.84111,0.00000
0.61111,19.35809,1.00000
-13.12366,17.49642,1.00000
11.39081,11.64468,1.00000
2.31379,18.47026,1.00000
-6.84541,-17.87398,0.00000
19.21309,-15.63444,0.00000
-11.87768,-9.36286,0.00000
-0.97086,8.36060,0.00000
-2.75525,9.41647,0.00000
23.48483,-7.59515,0.00000
9.03319,-8.79681,1.00000
-10.35380,5.38942,0.00000
-8.75696,-14.96544,0.00000
-4.27274,-4.44707,1.00000
-9.92763,18.26243,1.00000
13.39459,2.72546,1.00000
5.81806,16.29349,1.00000
-23.79523,8.78720,1.00000
-21.51273,8.85872,1.00000
-19.39835,10.99750,1.00000
-10.43935,17.54224,1.00000
-11.94280,19.12144,1.00000
-19.39040,10.28770,1.00000
-17.18797,15.87154,1.00000
2.88624,5.06798,0.00000
15.88272,-15.80272,0.00000
-1.81691,-18.82689,0.00000
-20.40428,7.18959,1.00000
13.59335,0.15930,1.00000
-10.43882,17.66118,1.00000
23.43140,-1.32928,0.00000
-14.56228,-5.56699,0.00000
5.17303,6.40486,0.00000
-4.96869,9.30573,0.00000
15.28798,-16.87959,0.00000
-1.88454,-19.32356,0.00000
-12.80472,-11.36757,0.00000
-25.05629,3.06295,1.00000
0.64708,-19.63874,0.00000
-12.00287,18.70927,1.00000
-0.83850,-9.14556,1.00000
13.27979,6.35860,1.00000
-15.19565,-7.81562,0.00000
18.53569,-14.01021,0.00000
-3.69499,8.06068,0.00000
-15.21679,-0.41303,0.00000
12.88417,-19.37916,0.00000
-12.45389,-8.29277,0.00000
16.94135,-14.07200,0.00000
-11.92658,-13.34121,0.00000
-1.41662,20.11733,1.00000
20.60529,-11.09868,0.00000
-13.92324,3.52304,0.00000
-12.24268,-12.67424,0.00000
4.41087,4.04011,0.00000
-24.37694,8.03479,1.00000
-15.15407,-10.30063,0.00000
3.20380,-20.26661,0.00000
4.85592,8.69791,0.00000
-8.24240,6.77073,0.00000
26.08554,0.10289,0.00000
24.74478,-0.41527,0.00000
-5.22217,-16.61338,0.00000
21.16278,-10.62163,0.00000
-24.13929,1.67922,1.00000
17.04102,-14.97767,0.00000
6.69295,-8.19391,1.00000
-1.49915,7.68247,0.00000
-24.68427,2.35487,1.00000
-13.01365,-8.15724,0.00000
24.83325,-3.32360,0.00000
-5.32921,21.14922,1.00000
3.61946,1.86698,0.00000
0.98449,-7.94946,1.00000
-10.71866,-14.50005,0.00000
-6.73587,-15.48753,0.00000
14.88353,1.97812,1.00000
-12.24918,1.57579,0.00000
-15.06049,-0.77988,0.00000
12.65821,9.21501,1.00000
5.53884,-18.81806,0.00000
12.69674,-17.41829,0.00000
6.04040,-19.57472,0.00000
10.83813,-16.16085,0.00000
-12.76432,-6.62493,0.00000
-11.29044,14.33173,1.00000
23.51598,-7.41278,0.00000
20.12948,-14.52074,0.00000
22.46759,-3.20411,0.00000
14.22891,-2.85427,1.00000
-3.32814,-5.68102,1.00000
-8.85690,19.64508,1.00000
2.75852,19.44576,1.00000
9.68118,15.27110,1.00000
24.05934,-1.61594,0.00000
20.65955,-11.77312,0.00000
22.96679,-6.45062,0.00000
-14.67565,-8.94261,0.00000
18.97498,-12.69815,0.00000
-13.36369,-10.78920,0.00000
-8.09029,-15.29841,0.00000
-0.07346,-18.49837,0.00000
1.64988,20.40503,1.00000
-8.53476,-16.99136,0.00000
-4.16844,-4.68969,1.00000
11.91484,-20.54257,0.00000
12.72717,9.22571,1.00000
-12.68236,-11.19102,0.00000
-12.39142,3.47891,0.00000
-15.28604,-0.83702,0.00000
22.92885,-5.22428,0.00000
15.95606,-16.13003,0.00000
-8.86757,7.60019,0.00000
10.99781,-18.02853,0.00000
10.94324,13.10506,1.00000
-22.56074,6.50534,1.00000
-1.80908,8.36985,0.00000
12.65262,-18.60302,0.00000
-24.32743,2.33926,1.00000
-9.98973,18.50877,1.00000
13.23396,-0.84017,1.00000
-13.21350,-4.26021,0.00000
-11.99712,-7.35863,0.00000
14.50294,-1.88146,1.00000
-3.54944,-19.36536,0.00000
-23.24888,6.92595,1.00000
16.31033,-13.95896,0.00000
13.81426,-15.34997,0.00000
11.49087,-4.76899,1.00000
-3.48821,9.57438,0.00000
15.60162,6.11519,1.00000
-13.07018,3.86138,0.00000
-6.16941,-16.81732,0.00000
7.19639,-9.54437,1.00000
6.60241,-19.98995,0.00000
-10.89193,17.42603,1.00000
4.31378,-8.05738,1.00000
20.82909,-9.48820,0.00000
-13.52340,0.14022,0.00000
-14.75957,15.81124,1.00000
3.27783,-19.45140,0.00000
-3.20457,-8.13712,1.00000
3.37818,18.41017,1.00000
8.54978,-20.43205,0.00000
-7.28758,-17.14297,0.00000
26.40824,-1.55199,0.00000
14.67336,6.83939,1.00000
-2.98652,20.33905,1.00000
-19.45367,13.25578,1.00000
1.66124,-21.85158,0.00000
-10.86474,-14.89263,0.00000
-7.92502,-16.60384,0.00000
19.44266,-13.94706,0.00000
-8.49227,9.78540,0.00000
-16.00628,-6.06193,0.00000
-18.89227,13.35315,1.00000
11.52216,14.11114,1.00000
17.28146,-16.05558,0.00000
-4.20037,8.52460,0.00000
-14.85661,15.71417,1.00000
3.37096,18.45694,1.00000
-2.87529,-6.24142,1.00000
3.48144,-9.93066,1.00000
-6.45899,18.77220,1.00000
-8.64125,-13.84413,0.00000
-10.85583,5.39801,0.00000
21.44398,-6.95581,0.00000
2.54881,-20.24421,0.00000
12.38705,-5.27401,1.00000
-8.25595,-14.92599,0.00000
-4.60817,-4.02798,1.00000
22.81349,-8.89691,0.00000
7.30166,-7.80747,1.00000
18.42315,-15.63905,0.00000
-15.80394,14.39673,1.00000
-12.49112,-10.44986,0.00000
3.42667,20.04971,1.00000
-5.18658,-3.08605,1.00000
-24.11217,3.72829,1.00000
24.40894,-2.25357,0.00000
4.64513,17.70525,1.00000
-20.56812,10.05092,1.00000
-15.70750,-4.31797,0.00000
16.78854,-16.09306,0.00000
6.15404,18.23672,1.00000
-12.12153,-12.40933,0.00000
13.37126,-16.05586,0.00000
12.32440,-2.98335,1.00000
-6.79085,9.23128,0.00000
0.12755,19.42968,1.00000
25.19264,-0.07385,0.00000
4.96345,-8.99389,1.00000
-0.92080,21.06351,1.00000
-15.08990,-7.85236,0.00000
20.14742,-8.78203,0.00000
-24.13089,5.28380,1.00000
0.35382,-8.55039,1.00000
-13.31328,1.53892,0.00000
-25.03574,2.50567,1.00000
25.97924,-4.64534,0.00000
6.37601,-22.21239,0.00000
14.23847,-0.86631,1.00000
12.79313,7.55287,1.00000
-25.12800,1.28163,1.00000
10.83369,12.76867,1.00000
-1.09272,-18.38640,0.00000
-18.30953,13.10484,1.00000
-7.60690,10.54548,0.00000
-10.15303,20.69856,1.00000
-23.71725,4.80637,1.00000
13.35980,-1.49575,1.00000
-1.12056,20.28582,1.00000
2.88237,-8.64013,1.00000
-2.43127,-17.60058,0.00000
-11.08316,4.74509,0.00000
16.32116,-14.39492,0.00000
12.91660,-0.52543,1.00000
-6.81902,7.59157,0.00000
7.36238,16.55552,1.00000
2.06815,-9.31927,1.00000
2.01644,19.99448,1.00000
14.08097,8.75032,1.00000
-9.87622,9.40262,0.00000
18.52794,-12.22131,0.00000
-8.84287,19.65538,1.00000
-11.48779,5.35818,0.00000
-1.15285,10.17544,0.00000
-18.97516,10.76750,1.00000
-23.30642,6.02162,1.00000
-0.86605,20.03155,1.00000
18.39030,-12.69090,0.00000
12.34328,10.08805,1.00000
24.84327,-7.07647,0.00000
12.27550,12.69826,1.00000
11.51767,-17.66980,0.00000
-5.35330,19.97082,1.00000
12.10087,-16.49651,0.00000
-11.64691,17.09279,1.00000
-12.49191,16.79418,1.00000
10.68990,13.03342,1.00000
14.03957,7.52636,1.00000
-1.18175,-18.15747,0.00000
3.05089,18.57544,1.00000
22.64752,-8.38226,0.00000
-12.19818,-12.81921,0.00000
-1.33410,8.95161,0.00000
-25.74231,-0.58299,1.00000
2.95355,7.84132,0.00000
7.00718,16.99807,1.00000
-19.86493,11.55003,1.00000
10.59985,-4.69623,1.00000
-12.27050,16.71153,1.00000
-13.90520,19.29965,1.00000
10.95442,-7.02584,1.00000
5.25162,-19.59500,0.00000
-5.62623,7.55850,0.00000
12.79719,-5.97956,1.00000
10.11106,13.03214,1.00000
24.19004,-3.57981,0.00000
-13.04556,18.43879,1.00000
-5.04433,19.81304,1.00000
13.99965,-15.71410,0.00000
14.74228,-16.38905,0.00000
2.02922,18.32876,1.00000
15.85416,-18.27703,0.00000
5.93829,18.08821,1.00000
-3.04560,21.60966,1.00000
-7.95337,-15.80386,0.00000
-4.57335,9.53768,0.00000
14.57635,-15.78380,0.00000
-24.07904,2.71870,1.00000
1.58811,6.02881,0.00000
2.68030,18.26718,1.00000
16.40152,-13.56777,0.00000
-4.84349,18.92967,1.00000
-13.79444,3.71435,0.00000
25.59652,-2.16480,0.00000
-13.61632,4.29749,0.00000
8.65807,15.96221,1.00000
21.22901,-10.89486,0.00000
-3.42968,8.99026,0.00000
11.24605,11.15816,1.00000
1.75062,6.84186,0.00000
14.77403,-18.06634,0.00000
7.37178,-18.47369,0.00000
14.71899,8.92207,1.00000
12.25869,-17.91319,0.00000
-4.32241,-17.43095,0.00000
24.41657,-2.43074,0.00000
-25.09925,1.90122,1.00000
0.28343,8.69574,0.00000
-6.47834,-17.00159,0.00000
-14.94953,-3.68232,0.00000
7.16399,-20.40058,0.00000
6.17988,-20.45592,0.00000
8.05248,17.38758,1.00000
12.20690,-17.64868,0.00000
-11.63354,1.52223,0.00000
-24.11939,1.81375,1.00000
17.46801,-10.87836,0.00000
7.23387,16.52544,1.00000
3.40145,4.94145,0.00000
-8.81391,-15.32506,0.00000
-5.82574,21.11590,1.00000
-14.88156,15.40369,1.00000
26.18265,-4.31467,0.00000
-22.76554,7.74871,1.00000
-11.53611,-10.55654,0.00000
-22.29816,6.13700,1.00000
-9.30223,6.30763,0.00000
10.82300,-6.38953,1.00000
2.04600,-9.51799,1.00000
16.52955,-14.66204,0.00000
-6.98030,-16.81166,0.00000
3.67077,0.67098,0.00000
-10.95756,17.96723,1.00000
-10.20224,5.66105,0.00000
10.97259,-5.31726,1.00000
10.16321,12.69016,1.00000
24.70960,-0.47638,0.00000
-3.02918,-19.79273,0.00000
1.23109,-18.28271,0.00000
-20.78225,9.62313,1.00000
-23.51982,7.21237,1.00000
-23.30062,4.13010,1.00000
-0.98496,18.79217,1.00000
0.05899,18.84920,1.00000
-1.38526,-6.72228,1.00000
-7.71553,19.79260,1.00000
-8.85513,6.83831,0.00000
3.42621,6.75750,0.00000
-17.13548,0.37319,0.00000
4.35971,-20.67560,0.00000
24.58757,-1.63327,0.00000
-21.41425,9.20809,1.00000
-19.66385,12.05534,1.00000
-23.44209,8.14118,1.00000
-10.32441,-11.58727,0.00000
25.01260,1.02399,0.00000
-13.86771,-6.76169,0.00000
17.56659,-14.93708,0.00000
0.05979,-22.05124,0.00000
21.32876,-11.33999,0.00000
11.27935,-4.97701,1.00000
-2.37152,-7.13398,1.00000
23.04690,-9.39025,0.00000
12.71361,7.45827,1.00000
1.90207,-19.38196,0.00000
0.94856,8.43831,0.00000
13.62586,-2.13712,1.00000
2.90728,6.50952,0.00000
-13.62614,4.09159,0.00000
-21.02136,9.94712,1.00000
-17.71351,11.67547,1.00000
-14.23417,-2.41182,0.00000
22.75230,-2.92563,0.00000
13.81852,-16.99857,0.00000
-2.62996,-17.77805,0.00000
9.01669,-17.79058,0.00000
14.51970,6.31995,1.00000
-2.02183,19.98572,1.00000
-11.36742,16.75318,1.00000
-12.03105,18.78234,1.00000
20.43903,-9.40623,0.00000
6.74086,-20.01209,0.00000
6.40186,-18.61601,0.00000
-13.35255,2.03900,0.00000
14.10193,2.28848,1.00000
-13.56899,-2.87187,0.00000
-23.30726,9.28188,1.00000
3.36317,6.63600,0.00000
-13.50089,-1.58674,0.00000
-11.26380,-16.24241,0.00000
14.27785,0.64160,1.00000
-2.25865,19.47413,1.00000
0.69275,-7.80620,1.00000
1.35268,-18.00006,0.00000
10.01520,-7.26995,1.00000
-13.17620,18.77160,1.00000
-13.01832,-0.38173,0.00000
-12.75349,3.80731,0.00000
-14.45789,-5.58071,0.00000
-23.18412,6.69297,1.00000
-24.10371,0.59154,1.00000
12.11412,-4.76023,1.00000
-14.98211,-2.98322,0.00000
-13.73424,-9.20230,0.00000
18.47976,-13.90302,0.00000
-3.72374,-18.47499,0.00000
22.73979,-9.17157,0.00000
4.01849,21.12299,1.00000
-19.26742,12.05076,1.00000
-10.91723,-14.47653,0.00000
-12.54707,5.49611,0.00000
-13.32982,-1.83219,0.00000
-1.72663,-11.04907,1.00000
11.97759,-5.19845,1.00000
5.96325,-18.53558,0.00000
-3.71772,-6.52713,1.00000
-20.26458,9.35602,1.00000
-2.16388,20.78096,1.00000
15.44893,4.09430,1.00000
17.41931,-12.91551,0.00000
8.34672,17.31877,1.00000
2.04281,3.39471,0.00000
-10.28755,5.53060,0.00000
11.88839,-3.01995,1.00000
13.44973,5.17533,1.00000
-3.86256,-2.68360,1.00000
4.16925,-10.97094,1.00000
5.10908,-8.71622,1.00000
24.10360,-1.79075,0.00000
-20.08037,13.68058,1.00000
13.73207,10.52853,1.00000
-2.41363,6.94368,0.00000
5.05279,-19.30620,0.00000
-25.54661,5.02807,1.00000
-4.98302,19.25758,1.00000
24.24358,-3.28534,0.00000
16.65318,-15.65424,0.00000
-14.32784,-4.22558,0.00000
13.03973,-19.55093,0.00000
-4.14071,8.82860,0.00000
-11.28578,-11.91691,0.00000
-12.65979,-8.03197,0.00000
5.81123,-8.99898,1.00000
-16.15143,-3.32721,0.00000
8.58579,13.05184,1.00000
16.68091,-12.33855,0.00000
27.49430,0.04869,0.00000
0.82080,-19.64008,0.00000
-24.49946,2.10659,1.00000
0.62103,-8.14873,1.00000
13.89501,8.35422,1.00000
3.88775,1.18106,0.00000
-12.02762,2.91115,0.00000
18.78893,-15.51505,0.00000
15.13523,7.33626,1.00000
3.58795,-20.74784,0.00000
-4.96853,10.22906,0.00000
18.30498,-13.74597,0.00000
3.51396,19.28152,1.00000
20.35859,-11.61277,0.00000
22.99735,-2.97077,0.00000
-7.01161,19.69994,1.00000
5.49633,-20.11547,0.00000
-16.45600,-3.88653,0.00000
-2.96518,-0.03566,1.00000
3.12088,-20.37105,0.00000
16.53830,5.42078,1.00000
14.22593,-0.73064,1.00000
5.23996,4.38666,0.00000
-8.00647,-16.02493,0.00000
10.10826,14.38855,1.00000
-15.16304,0.90427,0.00000
-8.16918,7.11867,0.00000
-7.89605,18.71618,1.00000
-11.46076,-12.74475,0.00000
0.94850,7.30081,0.00000
-7.04978,-15.13390,0.00000
22.66789,-9.00402,0.00000
15.28496,-4.37402,1.00000
-9.86354,10.49665,0.00000
-1.46403,7.35234,0.00000
-14.27761,-8.94676,0.00000
-8.70571,-14.75719,0.00000
17.93144,-13.24534,0.00000
13.93969,9.99298,1.00000
23.07685,-2.40510,0.00000
15.19976,-17.80902,0.00000
8.26819,-19.30639,0.00000
-15.47645,-5.32596,0.00000
24.53096,-0.23261,0.00000
22.48512,-8.59633,0.00000
-17.58593,13.96836,1.00000
10.19914,14.67796,1.00000
-21.78759,5.40797,1.00000
0.85872,20.02331,1.00000
1.58593,-9.18621,1.00000
24.33633,-0.15068,0.00000
-2.51584,-19.13404,0.00000
5.26391,-19.66227,0.00000
19.25963,-13.78079,0.00000
-9.04083,20.83594,1.00000
-10.74407,-11.52267,0.00000
22.76035,-9.27995,0.00000
11.48222,-2.19132,1.00000
7.92610,-21.56889,0.00000
6.07131,-8.18646,1.00000
14.57925,-2.37557,1.00000
-11.19587,7.15948,0.00000
5.57429,17.47425,1.00000
5.61680,-18.65965,0.00000
-11.32439,4.90583,0.00000
-3.85381,-17.94659,0.00000
-15.12897,17.19523,1.00000
10.66966,13.25044,1.00000
23.27906,-9.31559,0.00000
-13.32770,-9.56764,0.00000
10.05072,-6.47447,1.00000
-3.29769,9.20898,0.00000
23.93093,-6.96900,0.00000
-24.09506,3.37582,1.00000
0.50949,-8.60832,1.00000
2.83341,-9.77029,1.00000
-4.27688,9.95784,0.00000
-13.31604,-1.82620,0.00000
10.00729,16.78187,1.00000
-10.65725,-15.00391,0.00000
-12.59268,-5.62510,0.00000
-12.82107,3.26281,0.00000
6.13810,-8.85975,1.00000
-14.43128,-7.66197,0.00000
-11.49750,5.19990,0.00000
11.48570,-18.00816,0.00000
25.13798,-0.27262,0.00000
-1.46039,-7.89339,1.00000
9.14739,-22.81234,0.00000
-19.52051,12.79310,1.00000
3.90597,17.62538,1.00000
-16.91301,15.89929,1.00000
2.92427,7.24969,0.00000
17.36847,-13.12481,0.00000
-20.55800,10.54477,1.00000
-13.49281,-9.58723,0.00000
-9.11926,17.89409,1.00000
-4.09579,-5.58629,1.00000
3.08009,17.96721,1.00000
-1.08792,-20.88234,0.00000
10.90809,13.29267,1.00000
23.46171,-3.71833,0.00000
-3.20797,9.38473,0.00000
2.38146,10.52481,0.00000
1.96248,19.61247,1.00000
-13.07565,16.96882,1.00000
-14.95968,-6.42757,0.00000
13.46864,-2.22241,1.00000
17.65946,-15.61075,0.00000
-16.95822,15.05462,1.00000
-2.69988,20.88940,1.00000
-2.20872,-19.27242,0.00000
-6.44840,-16.60869,0.00000
-23.92384,3.51494,1.00000
12.07128,8.11295,1.00000
-12.82762,-9.92944,0.00000
6.65836,-10.12543,1.00000
23.19550,-5.40733,0.00000
-4.53607,9.15065,0.00000
21.25712,-5.73642,0.00000
5.19395,17.43885,1.00000
-11.25718,18.07335,1.00000
-21.93761,10.74806,1.00000
-6.33404,19.28363,1.00000
-22.88574,5.54860,1.00000
-16.07363,-8.27189,0.00000
-24.62069,5.12472,1.00000
-14.21447,-4.22265,0.00000
-6.71065,8.06093,0.00000
-13.55030,-11.21393,0.00000
10.03207,14.32675,1.00000
-1.61987,10.53967,0.00000
7.28760,15.10945,1.00000
-2.49291,9.30209,0.00000
-13.12606,-9.81935,0.00000
13.73182,10.95393,1.00000
-12.86047,1.04002,0.00000
-14.13799,-9.31893,0.00000
2.25317,18.00515,1.00000
1.69274,-19.06188,0.00000
10.21187,13.12533,1.00000
-1.59170,-8.70272,1.00000
12.58434,10.96302,1.00000
-14.56490,-6.04824,0.00000
-13.29270,-1.71283,0.00000
-13.24169,-7.74283,0.00000
-21.31284,9.56884,1.00000
13.22941,-3.43754,1.00000
-10.17391,5.97556,0.00000
19.58464,-14.48815,0.00000
-5.88371,-17.00714,0.00000
4.97727,19.30098,1.00000
-4.78697,21.04865,1.00000
2.99194,19.84187,1.00000
-12.93603,-9.27928,0.00000
10.21039,15.87866,1.00000
23.50147,-8.10069,0.00000
6.94469,17.63638,1.00000
0.52935,7.41254,0.00000
12.50941,11.42333,1.00000
7.78370,17.18453,1.00000
4.46620,5.80293,0.00000
5.63964,-18.87577,0.00000
-12.62403,-12.40045,0.00000
-11.00403,-14.20183,0.00000
-11.57985,18.32406,1.00000
13.03129,13.46330,1.00000
-18.37267,12.41247,1.00000
22.00962,-7.74904,0.00000
8.33360,15.36744,1.00000
-0.52832,-19.73821,0.00000
0.17382,-19.66309,0.00000
14.90703,-16.30554,0.00000
